,Company,Company LinkedIn,Company Location (State),Employee Size,Industry,Phone,Revenue,Website
3516,NOCO,,,201-500,Computers and Electronics Manufacturing,,149.3M,https://no.co/
3520,NOKOMIS,,,64,Defense and Space Manufacturing,,58100000,nokomisinc.com
3522,NORDCO,,,201-500,Railroad Equipment Manufacturing,,150M,http://www.nordco.com
3525,NORDSON MEDICAL,,Minnesota,970,medical devices,,419400000,nordsonmedical.com
3530,NORMAN NOBLE,,,"501-1,000",Medical Equipment Manufacturing,,75M,http://www.nnoble.com
3532,NORTECH SYSTEMS,,Minnesota,380,Mechanical Or Industrial Engineering,,140803000,nortechsys.com
3537,NORTH VERNON INDUSTRY CORP,,Indiana,89,Machinery Manufacturing,,$38.1M,nvic-cwt.com
3539,NORTHERN ENGRAVING,,,"1,001-5,000",Printing Services,,80.8M,http://www.norcorp.com
3544,"NORTHSTAR MEDICAL RADIOISOTOPES, LLC",,,201-500,Pharmaceutical Manufacturing,,62.8M,https://www.northstarnm.com
3547,NORTHWIRE,,,51-200,"Appliances, Electrical, and Electronics Manufacturing",,41.3M,http://www.northwire.com
3549,NORWOOD MEDICAL,,,"501-1,000",Medical Equipment Manufacturing,,60M,http://www.norwoodmedical.com
3551,NOVATECH AUTOMATION,,,201-500,Utilities,,36M,http://www.novatechautomation.com
3553,NOVIPAX,,,201-500,Packaging and Containers Manufacturing,,230M,http://www.novipax.com
3555,NOVUM STRUCTURES,,Wisconsin,180,Construction,,180000000,novumstructures.com
3557,NPS HOLDINGS,,,201-500,Paper and Forest Product Manufacturing,,63.4M,https://npsholdings.com
3567,NTN DRIVESHAFT,,Indiana,798,machinery,,271600000,ntnamericas.com
3571,NUAIRE,,,201-500,Research,,75M,http://www.nuaire.com
3573,NUCRAFT,,,201-500,Furniture and Home Furnishings Manufacturing,,57.9M,http://www.nucraft.com
3575,NUESKE'S MEATS,,,51-200,Food and Beverage Manufacturing,,40M,http://www.nueskemeats.com
3577,NUK,,,201-500,Plastics Manufacturing,,43.1M,http://www.nuk-usa.com
3579,NYX INC.,,Michigan,940,Automotive,,65000000,nyxinc.com
3588,OBERG INDUSTRIES,,,"501-1,000",Industrial Machinery Manufacturing,,190.1M,http://www.oberg.com
3590,OBERLIN FILTER COMPANY,,Wisconsin,57,machinery,,$30.0M,oberlinfilter.com
3592,OCEAN INSIGHT,,,180,electrical/electronic manufacturing,,38425000,http://www.oceaninsight.com
3598,OEC GRAPHICS,,,201-500,Printing Services,,45.5M,http://www.oecgraphics.com
3600,OFS,,,1200,electrical/electronic manufacturing,,200000000,http://www.ofsoptics.com
3602,OHIO CAT,,,"1,001-5,000",Machinery Manufacturing,,316.7M,http://www.ohiocat.com
3604,OHIO MULCH,,,201-500,Paper and Forest Product Manufacturing,,$68.4M,http://www.ohiomulch.com/
3609,OHMITE,,,201-500,"Appliances, Electrical, and Electronics Manufacturing",,135.8M,http://www.ohmite.com
3614,OLD TIME POTTERY,,,390,Retail,,500000000,http://www.oldtimepottery.com
3616,OLIVER HEALTHCARE PACKAGING,,,"501-1,000",Packaging and Containers Manufacturing,,31689000,http://www.oliverhcp.com
3622,OLON RICERCA BIOSCIENCE,,,51-200,Pharmaceutical Manufacturing,,300M,http://www.olonricerca.com
3624,OLYMPUS GROUP,,,201-500,Printing Services,,54.8M,http://www.olympusgrp.com
3628,"OMEGA PLASTICS, INC.",,Michigan,54,plastics,,33000000,opinc.com
3630,OMNI METALCRAFT,,,51-200,Automation Machinery Manufacturing,,40.8M,http://www.omni.com
3634,OMNICABLE,,,201-500,"Appliances, Electrical, and Electronics Manufacturing",,48000000,http://www.omnicable.com
3637,OMNISOURCE,,Indiana,860,mining & metals,,41875000,omnisource.com
3641,OMT-VEYHL,,,190,Furniture and Home Furnishings Manufacturing,,115000000,omt-veyhl.com
3654,OPTIMUM RV,,,130,Retail,,55600000,http://www.optimumrv.com
3656,OPTINOSE,,,51-200,Pharmaceutical Manufacturing,,77.9M,http://www.optinose.com
3659,ORASCOPTIC,,Wisconsin,150,medical devices,,27500000,orascoptic.com
3662,ORASURE,,,"501-1,000",Medical Equipment Manufacturing,,387.5M,http://www.OraSure.com
3665,ORBBEC,,,201-500,Computer Hardware Manufacturing,,32.1M,http://www.orbbec3d.com
3667,ORBIS REUSABLE PACKAGING MANAGEMENT (RPM),,,1392,Packaging & Containers,,681200000,orbiscorporation.com
3669,ORBUS,,,201-500,Wholesale,,89.2M,http://www.orbus.com
3671,ORION ENERGY SYSTEMS,,,201-500,"Appliances, Electrical, and Electronics Manufacturing",,121.6M,http://www.orionlighting.com
3673,ORLANDO BAKING,,,201-500,Food and Beverage Manufacturing,,48.3M,http://www.orlandobaking.com
3675,ORT TOOL AND DIE,,Pennsylvania,55,machinery,,25000000,orttool.com
3677,OSBORN,,,"1,001-5,000",Industrial Machinery Manufacturing,,34.2M,https://www.osborn.com/
3681,OX INDUSTRIES,,,"501-1,000",Paper and Forest Product Manufacturing,,36.6M,http://www.oxindustries.com
3687,"PACE INDUSTRIES, LLC",,Michigan,1100,mining & metals,,$192M,paceind.com
3691,PACON CORPORATION,,,"501-1,000",Paper and Forest Product Manufacturing,,99.3M,http://www.pacon.com
3693,PACUR LLC,,Wisconsin,77,plastics,,$150.0M,pacur.com
3695,PALLET SERVICE CORPORATION,,Minnesota,51,Packaging & Containers,,$26.3M,palletservice.com
3697,PALMER HOLLAND,,,51-200,Chemical Manufacturing,,126M,https://www.palmerholland.com
3699,PALRAM AMERICAS,,,201-500,Plastics Manufacturing,,45.8M,https://www.palram.com/us
3706,PAPER CONVERTING MACHINE COMPANY,,,"501-1,000",Machinery Manufacturing,,210M,http://www.pcmc.com
3708,PAPER MACHINERY CORPORATION,,Wisconsin,150,machinery,,110000000,papermc.com
3710,PAPERWORKS,,Pennsylvania,620,paper & forest products,,150000000,onepaperworks.com
3714,PAR 4 PLASTICS,,Kentucky,70,plastics,,$45.6M,par4plastics.com
3717,PARADIES LAGARDÈRE,,,2200,Retail,,345000000,http://www.paradieslagardere.com
3719,PARAGON D&E,,,201-500,Aviation and Aerospace Component Manufacturing,,31.2M,https://paragonde.com
3723,PARAGON MEDICAL,,Indiana,5000,medical devices,,550000000,paragonmedical.com
3729,PARAGON METALS,,,201-500,Motor Vehicle Manufacturing,,51M,http://www.paragonmetals.com
3733,PARK INDUSTRIES,,,247,machinery,,75900000,parkindustries.com
3737,PARKER PLASTICS,,,153,plastics,,52100000,parker-plastics.com
3739,PARKER'S,,,520,Retail,,492600000,http://www.parkerskitchen.com
3743,PARTS EXPRESS,,,130,electrical/electronic manufacturing,,32093000,http://www.parts-express.com
3747,PASLIN,,,"501-1,000",Automation Machinery Manufacturing,,100M,http://www.paslin.com
3754,PECO PALLET,,,201-500,Truck Transportation,,200M,http://www.pecopallet.com
3758,PEERLESS TECHNOLOGIES,,,201-500,Defense and Space Manufacturing,,100M,http://epeerless.com
3760,PEI-GENESIS,,,"501-1,000","Appliances, Electrical, and Electronics Manufacturing",,282M,https://www.peigenesis.com
3763,PEIRCE PHELPS,,,201-500,Wholesale,,206M,http://www.peirce.com
3765,PENN COLOR,,,"501-1,000",Plastics Manufacturing,,121M,http://www.penncolor.com
3767,PENN UNITED TECHNOLOGIES,,,"501-1,000",Machinery Manufacturing,,150M,http://www.pennunited.com
3769,PENNAIR,,Pennsylvania,61,machinery,,27500000,pennair.com
3773,PENNANT MOLDINGS,,,78,electrical/electronic manufacturing,,25000000,http://www.pennant-us.com
3775,"PENNANT MOLDINGS, INC.",,,201-500,"Appliances, Electrical, and Electronics Manufacturing",,25M,http://www.pennant-us.com/
3778,PENNSYLVANIA STEEL,,,201-500,Fabricated Metal Products,,300M,http://www.pasteel.com
3793,PERLICK CORPORATION,,,201-500,Manufacturing,,42.2M,http://www.perlick.com
3799,PERRYMAN COMPANY,,Pennsylvania,180,mining & metals,,$40.0M,perrymanco.com
3802,PETER GLENN SKI AND SPORTS,,,110,Retail,,30000000,http://www.peterglenn.com
3804,PETERSON SPRING,,,"501-1,000",Motor Vehicle Manufacturing,,191.7M,http://www.pspring.com
3806,PETLAND RETAIL STORES,,,470,Retail,,35000000,http://www.petland.com
3808,PETOSKEY PLASTICS,,,201-500,Plastics Manufacturing,,65000000,http://www.petoskeyplastics.com
3810,PGA TOUR SUPERSTORE,,,1200,Retail,,36000000,http://www.pgatoursuperstore.com
3812,PHASE TECHNOLOGIES,,South Dakota,58,electrical/electronic manufacturing,,$25.0M,phasetechnologies.com
3814,PHOENIX PAPER WICKLIFFE LLC,,Kentucky,500,paper & forest products,,160000000,phoenixpaper.com
3818,PIDC,,,51-200,Chemical Manufacturing,,105M,http://www.pidc.com
3822,PILOT CHEMICAL,,,201-500,Chemical Manufacturing,,375M,http://www.pilotchemical.com
3824,PINCH A PENNY POOL PATIO SPA,,,870,Retail,,387300000,http://www.pinchapenny.com
3828,PINNACLE TECHNOLOGY GROUP,,Michigan,61,electrical/electronic manufacturing,,25000000,pinnacletec.com
3834,PISTON AUTOMOTIVE,,Michigan,380,Automotive,,58000000,pistonautomotive.com
3837,PIXELLE,,,"1,001-5,000",Paper and Forest Product Manufacturing,,35M,http://www.pixelle.com
3839,PLACON CORPORATION,,,"501-1,000",Packaging and Containers Manufacturing,,190M,http://www.placon.com
3841,PLAID ENTERPRISES,,,290,Retail,,32000000,http://www.plaidonline.com
3843,PLASKOLITE,,,"1,001-5,000",Plastics Manufacturing,,348.4M,https://plaskolite.com/
3846,PLASTIC INGENUITY,,,"501-1,000",Packaging and Containers Manufacturing,,90M,http://www.plasticingenuity.com
3849,PLASTICS ENGINEERING COMPANY (PLENCO),,,201-500,Plastics Manufacturing,,72.7M,https://www.plenco.com
3851,PLASTI-PAINT,,Michigan,59,plastics,,$28.0M,plastipaint.com
3853,PLAYMONSTER,,,51-200,Manufacturing,,40M,http://www.playmonster.com
3858,PMC SMART SOLUTIONS,,,51-200,Medical Equipment Manufacturing,,55M,https://www.pmcsmartsolutions.com
3863,PNEUMATIC SCALE ANGELUS,,,"501-1,000",Machinery Manufacturing,,61.7M,https://psangelus.com/
3865,POBLOCKI SIGN COMPANY,,Wisconsin,170,Construction,,42400000,poblocki.com
3873,POINT MEDICAL CORPORATION,,Indiana,53,medical devices,,50967000,pointmedical.com
3875,POLY VINYL CO.,,Wisconsin,51,plastics,,$44.1M,polyvinyl.com
3877,POLYFLEX PRODUCTS,,Michigan,97,Packaging & Containers,,$25.0M,polyflexpro.com
3880,POLYJOHN ENTERPRISES CORP.,,Indiana,71,plastics,,$100.0M,polyjohn.com
3882,POOL AND SPA DEPOT,,,83,Retail,,51021000,http://www.poolandspadepot.com
3884,PORTESCAP,,,"1,001-5,000","Appliances, Electrical, and Electronics Manufacturing",,105M,http://www.portescap.com
3887,POST CONSUMER BRANDS,,Minnesota,1900,Mechanical Or Industrial Engineering,,438300000,postconsumerbrands.com
3893,POST GLOVER RESISTORS,,,66,electrical/electronic manufacturing,,64736000,http://www.postglover.com
3895,POTTERS INDUSTRIES,,Pennsylvania,1000,Mechanical Or Industrial Engineering,,37300000,pottersindustries.com
3897,POWDER COTE II,,,130,Chemical Manufacturing,,51620000,powdercoteii.com
3899,POWER,,,190,electrical/electronic manufacturing,,170500000,http://www.powerpartners-usa.com
3901,POWER DISTRIBUTORS,,,201-500,Truck Transportation,,168.4M,https://www.powerdistributors.com
3903,POWEREX,,,201-500,Semiconductors,,40M,http://www.pwrx.com
3909,PRATT MILLER,,,201-500,Motor Vehicle Manufacturing,,80M,http://www.prattmiller.com
3911,PRC BRAND,,,51-200,Medical Device,,30M,http://prentrom.com
3915,PRECISION MEDICAL TECHNOLOGIES,,Indiana,86,medical devices,,29600000,premedtec.com
3920,PREMIUM WATERS,,,"1,001-5,000",Food and Beverage Manufacturing,,417M,http://premiumwaters.com
3934,PRESTO PRODUCTS COMPANY,,,201-500,Manufacturing,,294.8M,http://www.prestoproducts.com
3939,PRIDE MOBILITY PRODUCTS,,,"1,001-5,000",Medical Equipment Manufacturing,,400M,https://www.pridemobility.com
3941,PRIDGEON & CLAY,,Michigan,600,Automotive,,295000000,pridgeonandclay.com
3943,PRIME TECHNOLOGICAL SERVICES,,,64,electrical/electronic manufacturing,,34634000,http://www.prime-ems.com
3945,PRIMEX,,,51-200,"Appliances, Electrical, and Electronics Manufacturing",,75M,http://www.primexinc.com
3949,"PRINSCO, INC.",,Minnesota,500,Plastics Manufacturing,,98000000,prinsco.com
3951,PRIORITY,,Wisconsin,160,Construction,,25000000,priorityinc.com
3959,PRO-ACTIVE ENGINEERING,,Wisconsin,63,electrical/electronic manufacturing,,25000000,proactivepcb.com
3961,PROAMPAC,https://www.linkedin.com/company/10341654,California,1001,Packaging and Containers,,100100000,proampac.com
3964,PROCONEX,,,201-500,Automation Machinery Manufacturing,,40.4M,http://www.proconexdirect.com
3966,PRODUCTION AUTOMATION CORPORATION,,Minnesota,130,medical devices,,28082000,gotopac.com
3968,PRODUCTION CONTROL UNITS,,,51-200,Automation Machinery Manufacturing,,45.0M,http://www.pcuinc.com
3971,PROFESSIONAL PLUMBING GROUP,,,201-500,Wholesale,,50M,http://www.ppg-inc.com
3973,PROFILE FILMS,,Michigan,56,Packaging & Containers,,$45.5M,profilefilms.com
3985,PROPER GROUP,,,"501-1,000",Motor Vehicle Manufacturing,,131.1M,http://propergroupintl.com
3989,PROTOLABS,,,5000,Industrial Machinery Manufacturing,,485452000,protolabs.com
3993,PROVIA,,,"1,001-5,000",Manufacturing,,392.3M,https://www.provia.com
3995,PSCO KIEFFER,,Wisconsin,72,Construction,,34493000,pscosigngroup.com
3997,PTC ALLIANCE,,Pennsylvania,340,mining & metals,,450000000,ptcalliance.com
3999,PTR BALER AND COMPACTOR COMPANY,,Pennsylvania,180,machinery,,63300000,ptrco.com
4001,PTS DIAGNOSTICS,,Indiana,160,medical devices,,45000000,ptsdiagnostics.com
4007,PTSOLUTIONS,,,"501-1,000",Automation Machinery Manufacturing,,315M,http://www.pts-tools.com
4009,PULSE,,,201-500,Medical Equipment Manufacturing,,31.3M,http://www.pulsetechnologies.com
4013,PURE ROMANCE,,,5200,Retail,,250000000,http://www.pureromance.com
4015,PYROMATION,,Indiana,91,Mechanical Or Industrial Engineering,,89000000,pyromation.com
4019,Q-LAB,,,201-500,Industrial Machinery Manufacturing,,44.2M,http://www.q-lab.com
4023,QUALITY LIQUID FEEDS,,,201-500,Food and Beverage Manufacturing,,78.5M,http://www.qlf.com
4025,QUALITY METALS,,Minnesota,51,mining & metals,,25400000,qualitymetalsinc.com
4028,"QUALITY PACKAGING, INC.",,Wisconsin,120,Packaging & Containers,,$50M,qpack.com
4030,QUALITY TOOL,,Minnesota,120,machinery,,25800000,qualitytool.com
4034,QUEST INDUSTRIAL,,Wisconsin,50,machinery,,28199000,questindustrial.com
4038,R&E AUTOMATED,,,201-500,Automation Machinery Manufacturing,,56.1M,http://www.reautomated.com
4040,R.A JONES,,,"501-1,000",Machinery Manufacturing,,64.4M,http://www.rajones.com
4042,RACE WINNING BRANDS,,,"501-1,000",Motor Vehicle Manufacturing,,126.5M,http://www.racewinningbrands.com
4046,RADIAN RESEARCH,,,77,electrical/electronic manufacturing,,28752000,http://www.radianresearch.com
4048,RADIUS PACKAGING,,,201-500,Packaging & Containers,,53.5M,https://radiuspkg.com
4050,RADIX WIRE & CABLE,,,66,electrical/electronic manufacturing,,25000000,http://www.radix-wire.com
4055,RAMI,,,63,electrical/electronic manufacturing,,51902000,http://www.rami.com
4061,"RAPID-LINE, INC.",,Michigan,55,Machinery Manufacturing,,$39.4M,rapid-line.com
4069,"REALTRUCK, INC.",,Michigan,1400,Automotive,,100000000,realtruck.com
4072,RECARO AUTOMOTIVE,,,201-500,Motor Vehicle Manufacturing,,45.5M,http://www.recaro-automotive.com/
4076,RED LION CONTROLS,,,201-500,Automation Machinery Manufacturing,,60M,https://www.redlion.net/
4078,RED NUCLEUS,,,201-500,Pharmaceutical Manufacturing,,257.2M,https://rednucleus.com
4080,RED VALVE COMPANY,,,110,Industrial Machinery Manufacturing,,100000000,redvalve.com
4084,REDVIKING,,,51-200,Automation Machinery Manufacturing,,31.4M,http://www.redviking.com
4086,REFRIGERATED SOLUTIONS GROUP,,,74,HVAC and Refrigeration Equipment Manufacturing,,149400000,master-bilt.com
4088,REGAL WARE,,,201-500,Manufacturing,,80M,http://www.regalware.com
4092,REHAB MEDICAL,,,201-500,Medical Equipment Manufacturing,,71.9M,http://www.rehabmedical.com
4094,RELIABILITY & PERFORMANCE,,,201-500,Defense and Space Manufacturing,,30316000,http://www.rp-tech.net/
4098,RENK AMERICA,,Indiana,3000,machinery,,$55M,renk.com
4107,REPUBLIC STEEL,,,"501-1,000",Industrial Machinery Manufacturing,,700M,http://www.republicsteel.com
4109,REQUEST FOODS,,,"501-1,000",Food and Beverage Manufacturing,,379.7M,http://www.requestfoods.com
4111,RESCO PRODUCTS,,Pennsylvania,280,mining & metals,,26800000,rescoproducts.com
4113,"RESCO PRODUCTS, INC.",,Pennsylvania,280,mining & metals,,$27M,rescoproducts.com
4115,RESOLUTION MEDICAL,,Minnesota,150,medical devices,,41400000,resolutionmedical.com
4120,RESTAURANT EQUIPPERS,,,91,Retail,,29000000,http://www.equippers.com
4125,RESTEK,,,201-500,Chemical Manufacturing,,300M,http://www.restek.com
4133,REVERE PLASTICS SYSTEMS,,,"1,001-5,000",Plastics Manufacturing,,356.8M,http://www.rpsystems.com/
4135,REVERIE,,,201-500,Furniture and Home Furnishings Manufacturing,,47.5M,http://www.reverie.com
4140,REXAIR,,,201-500,Manufacturing,,35M,https://www.rexairllc.com
4144,"REYNOLDS SERVICES, INC.",,Pennsylvania,51,Packaging & Containers,,$48.0M,rsi.biz
4147,RF TECHNOLOGIES,,Wisconsin,370,medical devices,,25000000,rft.com
4151,RG BARRY,,,51-200,Apparel & Fashion,,141.8M,http://www.rgbarry.com
4153,RHINEGEIST BREWERY,,,201-500,Food and Beverage Services,,59M,http://www.rhinegeist.com
4156,RHINESTAHL,,,51-200,Machinery Manufacturing,,133M,http://www.rhinestahl.com
4158,RHOADS INDUSTRIES,,Pennsylvania,140,Construction,,37500000,rhoadsinc.com
4161,RICARDO DEFENSE INC,,,68,Defense and Space Manufacturing,,462277000,ricardo.com
4163,RICE LAKE WEIGHING SYSTEMS,,,"501-1,000","Appliances, Electrical, and Electronics Manufacturing",,82.9M,http://www.ricelake.com
4165,RICHARDS INDUSTRIALS,,,51-200,Industrial Machinery Manufacturing,,41.2M,http://www.richardsind.com/careers
4167,RIFLE PAPER,,,110,Retail,,34018000,http://www.riflepaperco.com
4171,"RITCHIE ENGINEERING CO., INC. (YELLOW JACKET)",,Minnesota,61,Mechanical Or Industrial Engineering,,41000000,yellowjacket.com
4173,RITE-HITE,,,"1,001-5,000",Machinery Manufacturing,,300M,http://www.ritehite.com
4175,RITERUG FLOORING,,,590,Retail,,45000000,http://www.riterug.com
4177,RIVERSIDE MFG.,,,79,"Appliances, Electrical, and Electronics Manufacturing",,60100000,riversidemfg.com
4179,RMS COMPANY,,Minnesota,530,medical devices,,26552000,rmsmachining.com
4181,ROBB & STUCKY,,,120,Retail,,300000000,http://www.robbstuckyintl.com
4183,ROBBINS,,,"501-1,000",Machinery Manufacturing,,38.4M,http://www.RobbinsTBM.com
4185,ROBIN INDUSTRIES,,,"501-1,000",Plastics Manufacturing,,129M,http://www.robin-industries.com
4187,"ROBINSON, INC.",,,160,Industrial Machinery Manufacturing,,65000000,robinsoninc.com
4189,ROCHE DIABETES CARE,,Indiana,200,medical devices,,43000000,rochediabetes.com
4191,ROCKLINE INDUSTRIES,,,"1,001-5,000",Manufacturing,,40M,http://www.rocklineind.com
4199,ROCKWELL MEDICAL,,,201-500,Pharmaceutical Manufacturing,,68830000,http://www.rockwellmed.com
4201,RODEM,,,51-200,Food and Beverage Manufacturing,,52M,https://www.Rodem.com
4203,ROGUE FITNESS,,,480,Retail,,80000000,http://www.roguefitness.com
4205,ROHRER,,,"1,001-5,000",Packaging and Containers Manufacturing,,131M,http://www.rohrer.com
4208,ROMAN MANUFACTURING,,,51-200,"Appliances, Electrical, and Electronics Manufacturing",,52.1M,https://www.romanmfg.com/
4211,ROSENBAUER AMERICA,,South Dakota,280,Automotive,,220000000,rosenbaueramerica.com
4215,ROSKAM BAKING,,,"1,001-5,000",Food and Beverage Manufacturing,,267.5M,http://roskambakingcompany.com/
4217,RÖSLER USA,,Michigan,250,machinery,,$358.0M,rosler.com
4219,ROSS CONTROLS,,,201-500,Industrial Automation,,92.4M,http://www.rosscontrols.com
4221,ROTEX GLOBAL,,,201-500,Machinery Manufacturing,,90M,http://www.rotex.com
4225,ROVISYS,,,"1,001-5,000",Automation Machinery Manufacturing,,134.4M,http://www.rovisys.com
4227,ROYAL CHEMICAL,,,51-200,Chemical Manufacturing,,50M,http://www.royalchemical.com
4229,ROYER CORPORATION,,Indiana,66,plastics,,$59.8M,royercorp.com
4234,RUDOLPH FOODS,,,"501-1,000",Food Production,,259.4M,http://www.rudolphfoods.com
4242,R-V INDUSTRIES,,,201-500,Mechanical Or Industrial Engineering,,49.1M,http://www.rvii.com
4251,RYOBI DIE CASTING,,Indiana,750,Automotive,,249200000,ryobidiecasting.com
4253,"RYOBI DIE CASTING, INC.",,Indiana,750,Automotive,,249200000,ryobidiecasting.com
4256,RYTEC CORPORATION,,Wisconsin,190,Mechanical Or Industrial Engineering,,120000000,rytecdoors.com
4261,S&P USA VENTILATION,,,53,electrical/electronic manufacturing,,33100000,http://www.solerpalau-usa.com
4263,S&S CYCLE,,,201-500,Motor Vehicle Manufacturing,,35.8M,http://www.sscycle.com
4265,"S&S CYCLE, INC.",,Wisconsin,140,Automotive,,35822000,sscycle.com
4270,SACO AEI POLYMERS,,,"501-1,000",Plastics Manufacturing,,33.5M,http://www.sacoaei.com
4274,SAFCO PRODUCTS,,,180,Furniture and Home Furnishings Manufacturing,,37500000,safcoproducts.com
4276,SAGINAW CONTROL AND ENGINEERING,,,150,Automation Machinery Manufacturing,,200000000,saginawcontrol.com
4284,SALINE LECTRONICS,,,51-200,"Appliances, Electrical, and Electronics ManufacturingAppliances, Electrical, and Electronics Manufacturing",,39.3M,http://www.lectronics.net/
4287,SALM PARTNERS,,,201-500,Food and Beverage Manufacturing,,168M,http://www.salmpartners.com
4295,SANDRIDGE,,,"501-1,000",Food and Beverage Manufacturing,,80M,http://www.sandridge.com
4297,SANOH AMERICA,,,"1,001-5,000",Automotive,,66.1M,http://www.sanoh-america.com
4304,SARTORI,,,"501-1,000",Food and Beverage Manufacturing,,130M,http://www.sartoricheese.com/
4308,SAUDER MANUFACTURING CO.,,,201-500,Furniture and Home Furnishings Manufacturing,,55.2M,http://www.saudermfg.com
4314,"SCANLAN INTERNATIONAL, INC.",,Minnesota,200,medical devices,,31100000,scanlaninternational.com
4316,SCAN-PAC MANUFACTURING,,Wisconsin,56,machinery,,25600000,scanpac.com
4318,SCHAEDLER YESCO DISTRIBUTION,,,201-500,Wholesale,,60M,https://www.sydist.com
4320,SCHILLER GROUNDS CARE,,Pennsylvania,82,machinery,,$73.3M,schillergc.com
4322,SCHLAGE LOCKS,,,"5,001-10,000",Manufacturing,,434.5M,http://www.schlage.com
4327,SCHNELLER,,,201-500,Aviation and Aerospace Component Manufacturing,,100M,http://www.schneller.com
4329,SCHOEP'S ICE CREAM,,,51-200,Food Production,,60M,http://www.schoepsicecream.com
4331,SCHOOL OUTFITTERS,,,200,Retail,,38000000,http://www.schooloutfitters.com
4333,SCHUETTE METALS,,Wisconsin,65,mining & metals,,55025000,schuettemetals.com
4338,SCHWEBEL BAKING,,,"501-1,000",Food and Beverage Manufacturing,,293.7M,http://www.schwebels.com
4341,SCIENTIFIC PROTEIN LABORATORIES,,,201-500,Pharmaceutical Manufacturing,,44.9M,https://www.splpharma.com
4345,SCOTT EQUIPMENT COMPANY,,Minnesota,200,machinery,,180000000,scottequipment.com
4347,SEAGRAVE FIRE APPARATUS,,,201-500,Automotive,,49.4M,https://seagrave.com
4351,SECANT GROUP,,,51-200,Textile Manufacturing,,35.1M,http://www.secant.com
4353,SECHAN ELECTRONICS,,,201-500,Defense and Space Manufacturing,,51M,http://www.sechan.com
4359,SEEGRID,,,201-500,Automation Machinery Manufacturing,,70M,http://www.seegrid.com/
4362,"SEKISUI VOLTEK, LLC",,Michigan,93,plastics,,$37.5M,sekisuivoltek.com
4364,SEMCO ENERGY,,,201-500,Utilities,,48.9M,http://www.semcoenergygas.com
4366,SENSIT,,,68,electrical/electronic manufacturing,,25900000,http://www.gasleaksensors.com
4370,SERIGRAPH,,,"501-1,000",Printing Services,,500M,https://www.serigraph.com
4373,SERRA AUTOMOTIVE,,,"1,001-5,000",Automotive,,276.1M,http://www.serrausa.com/
4376,SERVE ELECTRIC,,,78,Automation Machinery Manufacturing,,76400000,serveelectric.com
4378,SERVICE WIRE,,,201-500,"Appliances, Electrical, and Electronics Manufacturing",,88M,http://www.servicewire.com
4383,SHAPE PROCESS AUTOMATION,,,201-500,Automation Machinery Manufacturing,,57.9M,http://www.shapeprocessautomation.com
4385,SHARP SERVICES,,,"1,001-5,000",Pharmaceutical Manufacturing,,388M,https://www.sharpservices.com/
4387,SHARPER IMAGE,,,51-200,Computers and Electronics Manufacturing,,200M,http://www.sharperimage.com
4389,SHELLBACK SEMICONDUCTOR TECHNOLOGY,,,51-200,Semiconductor Manufacturing,,40000000,http://www.shellbacksemi.com
4392,SHIN-ETSU SILICONES OF AMERICA,,,51-200,Chemical Manufacturing,,31.9M,http://Shinetsusilicones.com
4394,SHINOLA,,,"501-1,000",Consumer Goods,,100M,http://shinola.com/
4399,SHOP VAC USA,,,201-500,Manufacturing,,303.8M,http://www.shopvac.com
4402,SHORELINE CONTAINER,,Michigan,110,Packaging & Containers,,68200000,shorelinecontainer.com
4404,SIFCO INDUSTRIES,,,"501-1,000",Aviation and Aerospace Component Manufacturing,,83.9M,http://www.sifco.com
4406,SIGHTPATH MEDICAL,,Minnesota,500,medical devices,,40000000,sightpathmedical.com
4411,SIGNARAMA,,,1400,Retail,,55000000,http://www.signarama.com
4413,SIGNICAST,,,"501-1,000",Manufacturing,,205M,http://www.signicast.com
4415,SILBERLINE,,,"501-1,000",Chemical Manufacturing,,306.2M,http://www.silberline.com/
4417,SILFEX,,,"1,001-5,000",Semiconductor Manufacturing,,234.9M,http://www.silfex.com
4419,SILGAN SPECIALTY,,,"501-1,000",Packaging and Containers Manufacturing,,48.2M,https://silganspecialty.com
4421,SILVER SPRING FOODS,,,201-500,Food and Beverage Manufacturing,,50M,http://www.silverspringfoods.com
4423,SIMONA BOLTARON,,,51-200,Plastics Manufacturing,,40.7M,http://www.boltaron.com
4427,SINTO AMERICA,,,201-500,Machinery Manufacturing,,36.3M,http://www.sintoamerica.com
4431,SITEX,,Kentucky,170,textiles,,$25.6M,sitex-corp.com
4457,SKANA ALUMINUM,,Wisconsin,73,machinery,,$42.8M,skanaaluminum.com
4459,SKIDMORE SALES,,,51-200,Food and Beverage Manufacturing,,43M,http://www.skidmoresales.com
4462,SKLAR INSTRUMENTS,,Pennsylvania,72,medical devices,,50000000,sklarcorp.com
4465,SKY CLIMBER,,,201-500,Industrial Machinery Manufacturing,,43.1M,http://www.skyclimber.com/
4469,SLPT GLOBAL PUMP GROUP,,Michigan,170,Automotive,,70000000,slpt.com
4476,SMALL PARTS,,Indiana,68,machinery,,32000000,smallpartsinc.com
4478,SMC,,,"501-1,000",Medical Device,,120M,http://www.smcltd.com
4480,SMC LTD,,Wisconsin,1500,medical devices,,250000000,smcltd.com
4486,SMITH & WESSON,,,1100,Manufacturing,,479242000,http://www.smith-wesson.com
4490,SMITHERS OASIS,,,"501-1,000",Manufacturing,,34.3M,http://www.smithersoasis.com
